,Orden,Expediente,Caratula,Fecha,Proceso
7992,20,126/22-OF,D.................... S/OFICIO,23-09-2022,OFICIO
7993,21,92/22-OF,D.................... S/OFICIO,23-09-2022,OFICIO
7994,22,930/22,D.................... S/OFICIO,23-09-2022,OFICIO
7995,23,93/22-S,D.................... S/PRESENTACION,23-09-2022,PRESENTACION
7996,24,465/22-S,D.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
7997,25,180/22-S,E.................... S/PROTECCION DE PERSONA,23-09-2022,PROTECCION DE PERSONA
7998,26,637/16,F.................... S/INCIDENTE,23-09-2022,INCIDENTE
7999,27,1041/15,G.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8000,28,1608/19,G.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8001,29,665/22-C,G.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8002,30,418/22-S,G.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8003,31,53/22-S,G.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8004,32,950/22,G.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8005,33,899/22-C,G.................... S/RESTRICCION DE LA CAPACIDAD,23-09-2022,RESTRICCION DE LA CAPACIDAD
8006,34,527/22-S,G.................... S/VIOLENCIA DE GENERO,23-09-2022,VIOLENCIA DE GENERO
8007,35,672/17,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,23-09-2022,VIOLENCIA FAMILIAR (DENUNCIA
8008,36,554/13,I.................... S/FILIACION,23-09-2022,FILIACION
8009,37,135/22-S,J.................... S/ELEVA ACTUACIONES,23-09-2022,ELEVA ACTUACIONES
8010,38,447/22-S,J.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8011,39,113/16,K.................... S/DECLARACION DE INCAPACIDAD,23-09-2022,DECLARACION DE INCAPACIDAD
8012,40,909/22-C,K.................... S/DIVORCIO,23-09-2022,DIVORCIO
8013,41,911/22-C,K.................... S/HOMOLOGACION DE CONVENIO,23-09-2022,HOMOLOGACION DE CONVENIO
8014,42,910/22-C,K.................... S/INFORMACION SUMARIA,23-09-2022,INFORMACION SUMARIA
8015,43,1088/07-JC,L.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8016,44,955/19,L.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8017,45,122/20,L.................... S/VIOLENCIA DE GENERO,23-09-2022,VIOLENCIA DE GENERO
8018,46,739/22-C,M.................... S/MEDIDA CAUTELAR,23-09-2022,MEDIDA CAUTELAR
8019,47,912/22-S,M.................... S/VIOLENCIA DE GENERO,23-09-2022,VIOLENCIA DE GENERO
8020,48,411/20,M.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8021,49,438/17,O.................... S/INFORMACION SUMARIA,23-09-2022,INFORMACION SUMARIA
8022,50,951/22,O.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8023,51,521/22-C,P.................... S/BENEFICIO DE LITIGAR SIN GASTOS,23-09-2022,BENEFICIO DE LITIGAR SIN GASTOS
8024,52,368/20,P.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8025,53,1245/19,Q.................... S/ALIMENTOS,23-09-2022,ALIMENTOS
8026,54,778/22-C,Q.................... S/HOMOLOGACION DE CONVENIO,23-09-2022,HOMOLOGACION DE CONVENIO
8027,55,953/22,Q.................... S/PROTECCION INTEGRAL,23-09-2022,PROTECCION INTEGRAL
8028,56,949/22,R.................... S/INCIDENTE,23-09-2022,INCIDENTE
8029,57,325/22-C,R.................... S/INCIDENTE DE CESACION DE CUOTA,23-09-2022,INCIDENTE DE CESACION DE CUOTA
8030,58,1397/19,R.................... S/INSCRIPCION DE NACIMIENTO,23-09-2022,INSCRIPCION DE NACIMIENTO
8031,59,1788/19,R.................... S/PROTECCION DE PERSONA,23-09-2022,PROTECCION DE PERSONA
8032,60,144/19,R.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8033,61,71/20,R.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8034,62,530/08-JC,S.................... S/.JUICIO DE INCAPACIDAD,23-09-2022,.JUICIO DE INCAPACIDAD
8035,63,1697/18,S.................... S/DERECHO Y DEBER DE COMUNICACION,23-09-2022,DERECHO Y DEBER DE COMUNICACION
8036,64,477/19,S.................... S/EXHORTO,23-09-2022,EXHORTO
8037,65,160/22-C,S.................... S/FILIACION Y DAÑO MORAL,23-09-2022,FILIACION Y DAÑO MORAL
8038,66,697/22-C,S.................... S/HOMOLOGACION DE CONVENIO,23-09-2022,HOMOLOGACION DE CONVENIO
8039,67,902/22-S,S.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8040,68,891/16,V.................... S/INCIDENTE,23-09-2022,INCIDENTE
8041,69,341/22-S,V.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8042,70,952/22,Z.................... S/VIOLENCIA FAMILIAR,23-09-2022,VIOLENCIA FAMILIAR
8043,1,894/22-C,A.................... S/FILIACION Y DAÑO MORAL,26-09-2022,FILIACION Y DAÑO MORAL
8044,2,218/22-C,A.................... S/INCIDENTE,26-09-2022,INCIDENTE
8045,3,885/22-S,B.................... S/VIOLENCIA DE GENERO,26-09-2022,VIOLENCIA DE GENERO
8046,4,1377/17,C.................... S/ELEVA ACTUACIONES,26-09-2022,ELEVA ACTUACIONES
8047,5,900/22-C,C.................... S/HOMOLOGACION DE CONVENIO,26-09-2022,HOMOLOGACION DE CONVENIO
8048,6,896/22-C,C.................... S/INFORMACION SUMARIA,26-09-2022,INFORMACION SUMARIA
8049,7,809/22-S,C.................... S/VIOLENCIA DE GENERO,26-09-2022,VIOLENCIA DE GENERO
8050,8,1242/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,26-09-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
8051,9,725/20,D.................... S/DIVORCIO,26-09-2022,DIVORCIO
8052,10,847/16,D.................... S/IMPUGNACION FILIACION MATRIMONIAL,26-09-2022,IMPUGNACION FILIACION MATRIMONIAL
8053,11,938/22,D.................... S/MEDIDA CAUTELAR,26-09-2022,MEDIDA CAUTELAR
8054,12,382/22-C,F.................... S/DIVORCIO,26-09-2022,DIVORCIO
8055,13,734/17,F.................... S/FILIACION Y DAÑO MORAL,26-09-2022,FILIACION Y DAÑO MORAL
8056,14,877/22-S,F.................... S/VIOLENCIA DE GENERO,26-09-2022,VIOLENCIA DE GENERO
8057,15,28/22-S,G.................... S/VIOLENCIA DE GENERO,26-09-2022,VIOLENCIA DE GENERO
8058,16,417/22-S,J.................... S/ELEVA ACTUACIONES,26-09-2022,ELEVA ACTUACIONES
8059,17,835/22-S,J.................... S/ELEVA ACTUACIONES,26-09-2022,ELEVA ACTUACIONES
8060,18,886/22-S,J.................... S/ELEVA ACTUACIONES,26-09-2022,ELEVA ACTUACIONES
8061,19,640/16,J.................... S/INCIDENTE,26-09-2022,INCIDENTE
8062,20,893/22-C,L.................... S/INCIDENTE,26-09-2022,INCIDENTE
8063,21,887/22-C,M.................... S/ALIMENTOS,26-09-2022,ALIMENTOS
8064,22,942/22,M.................... S/MEDIDA CAUTELAR,26-09-2022,MEDIDA CAUTELAR
8065,23,870/22-S,M.................... S/VIOLENCIA FAMILIAR,26-09-2022,VIOLENCIA FAMILIAR
8066,24,798/15,M.................... S/VIOLENCIA FAMILIAR (DENUNCIA,26-09-2022,VIOLENCIA FAMILIAR (DENUNCIA
8067,25,691/20,N.................... S/VIOLENCIA FAMILIAR,26-09-2022,VIOLENCIA FAMILIAR
8068,26,275/22-C,P.................... S/MEDIDA CAUTELAR,26-09-2022,MEDIDA CAUTELAR
8069,27,152/22-C,Q.................... S/INCIDENTE,26-09-2022,INCIDENTE
8070,28,815/22-C,Q.................... S/MEDIDA CAUTELAR,26-09-2022,MEDIDA CAUTELAR
8071,29,378/17,Q.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,26-09-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
8072,30,594/20,R.................... S/VIOLENCIA FAMILIAR,26-09-2022,VIOLENCIA FAMILIAR
8073,31,60/21-C,S.................... S/ALIMENTOS,26-09-2022,ALIMENTOS
8074,32,1701/19,S.................... S/VIOLENCIA FAMILIAR,26-09-2022,VIOLENCIA FAMILIAR
8075,33,891/16,V.................... S/INCIDENTE,26-09-2022,INCIDENTE
8076,1,716/12,A.................... S/ALIMENTOS,27-09-2022,ALIMENTOS
8077,2,1958/18,A.................... S/FILIACION Y DAÑO MORAL,27-09-2022,FILIACION Y DAÑO MORAL
8078,3,158/22-S,A.................... S/PROTECCION DE PERSONA,27-09-2022,PROTECCION DE PERSONA
8079,4,628/22-S,A.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8080,5,901/22-C,B.................... S/MEDIDA CAUTELAR,27-09-2022,MEDIDA CAUTELAR
8081,6,450/22-S,B.................... S/PROTECCION DE PERSONA,27-09-2022,PROTECCION DE PERSONA
8082,7,1455/19,C.................... S/ALIMENTOS,27-09-2022,ALIMENTOS
8083,8,1196/18,C.................... S/HOMOLOGACION DE CONVENIO,27-09-2022,HOMOLOGACION DE CONVENIO
8084,9,545/22-C,C.................... S/MEDIDA CAUTELAR,27-09-2022,MEDIDA CAUTELAR
8085,10,40/22-S,C.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8086,11,672/22-S,D.................... S/VIOLENCIA DE GENERO,27-09-2022,VIOLENCIA DE GENERO
8087,12,486/22-C,E.................... S/MEDIDA CAUTELAR,27-09-2022,MEDIDA CAUTELAR
8088,13,957/18,E.................... S/VIOLENCIA FAMILIAR,27-09-2022,VIOLENCIA FAMILIAR
8089,14,1090/14,F.................... S/DECLARACION DE INCAPACIDAD,27-09-2022,DECLARACION DE INCAPACIDAD
8090,15,779/22-C,F.................... S/MEDIDA CAUTELAR,27-09-2022,MEDIDA CAUTELAR
8091,16,280/20,F.................... S/RECTIFICACION DE PARTIDA,27-09-2022,RECTIFICACION DE PARTIDA
8092,17,599/22-S,G.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8093,18,841/22-S,G.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8094,19,136/22-S,J.................... S/ELEVA ACTUACIONES,27-09-2022,ELEVA ACTUACIONES
8095,20,904/22-S,J.................... S/ELEVA ACTUACIONES,27-09-2022,ELEVA ACTUACIONES
8096,21,904/20,J.................... S/VIOLENCIA DE GENERO,27-09-2022,VIOLENCIA DE GENERO
8097,22,286/20,L.................... S/ALIMENTOS,27-09-2022,ALIMENTOS
8098,23,851/22-C,L.................... S/ALIMENTOS,27-09-2022,ALIMENTOS
8099,24,882/22-S,L.................... S/VIOLENCIA DE GENERO,27-09-2022,VIOLENCIA DE GENERO
8100,25,45/22-S,M.................... S/VIOLENCIA DE GENERO,27-09-2022,VIOLENCIA DE GENERO
8101,26,411/20,M.................... S/VIOLENCIA FAMILIAR,27-09-2022,VIOLENCIA FAMILIAR
8102,27,1155/17,O.................... S/VIOLENCIA FAMILIAR,27-09-2022,VIOLENCIA FAMILIAR
8103,28,895/22-C,P.................... S/ALIMENTOS,27-09-2022,ALIMENTOS
8104,29,1008/22,P.................... S/VIOLENCIA FAMILIAR,27-09-2022,VIOLENCIA FAMILIAR
8105,30,152/22-C,Q.................... S/INCIDENTE,27-09-2022,INCIDENTE
8106,31,713/18,R.................... S/HOMOLOGACION DE CONVENIO,27-09-2022,HOMOLOGACION DE CONVENIO
8107,32,834/22-C,R.................... S/MEDIDA CAUTELAR,27-09-2022,MEDIDA CAUTELAR
8108,33,454/22-S,S.................... S/ELEVA ACTUACIONES,27-09-2022,ELEVA ACTUACIONES
8109,34,1112/19,S.................... S/GUARDA JUDICIAL,27-09-2022,GUARDA JUDICIAL
8110,35,898/22-C,S.................... S/HOMOLOGACION DE CONVENIO,27-09-2022,HOMOLOGACION DE CONVENIO
8111,36,793/22-S,U.................... S/REQUERIMIENTO ADMINISTRATIVO,27-09-2022,REQUERIMIENTO ADMINISTRATIVO
8112,37,917/22,V.................... S/DIVORCIO VINCULAR,27-09-2022,DIVORCIO VINCULAR
8113,38,826/22-S,V.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8114,39,154/22-S,V.................... S/VIOLENCIA DE GENERO,27-09-2022,VIOLENCIA DE GENERO
8115,40,691/22-S,Z.................... S/PROTECCION INTEGRAL,27-09-2022,PROTECCION INTEGRAL
8116,41,952/22,Z.................... S/VIOLENCIA FAMILIAR,27-09-2022,VIOLENCIA FAMILIAR
8117,1,1717/19,A.................... S/FILIACION Y DAÑO MORAL,28-09-2022,FILIACION Y DAÑO MORAL
8118,2,334/21-C,A.................... S/MEDIDA CAUTELAR,28-09-2022,MEDIDA CAUTELAR
8119,3,883/22-S,A.................... S/PRESENTACION,28-09-2022,PRESENTACION
8120,4,537/22-C,C.................... S/DIVORCIO,28-09-2022,DIVORCIO
8121,5,423/22-C,C.................... S/MEDIDA CAUTELAR,28-09-2022,MEDIDA CAUTELAR
8122,6,831/19,C.................... S/VIOLENCIA FAMILIAR,28-09-2022,VIOLENCIA FAMILIAR
8123,7,663/18,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,28-09-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
8124,8,589/22-C,D.................... S/EJECUCION DE HONORARIOS,28-09-2022,EJECUCION DE HONORARIOS
8125,9,798/22-C,D.................... S/EJECUCION DE HONORARIOS,28-09-2022,EJECUCION DE HONORARIOS
8126,10,547/22-C,D.................... S/PRESENTACION,28-09-2022,PRESENTACION
8127,11,877/22-S,F.................... S/VIOLENCIA DE GENERO,28-09-2022,VIOLENCIA DE GENERO
8128,12,948/22,G.................... S/DIVORCIO,28-09-2022,DIVORCIO
8129,13,719/22-S,H.................... S/PRESENTACION,28-09-2022,PRESENTACION
8130,14,908/22-S,H.................... S/PRESENTACION,28-09-2022,PRESENTACION
8131,15,176/22-S,J.................... S/ELEVA ACTUACIONES,28-09-2022,ELEVA ACTUACIONES
8132,16,603/22-S,J.................... S/ELEVA ACTUACIONES,28-09-2022,ELEVA ACTUACIONES
8133,17,852/22-S,J.................... S/ELEVA ACTUACIONES,28-09-2022,ELEVA ACTUACIONES
8134,18,903/22-S,J.................... S/ELEVA ACTUACIONES,28-09-2022,ELEVA ACTUACIONES
8135,19,943/22,J.................... S/ELEVA ACTUACIONES,28-09-2022,ELEVA ACTUACIONES
8136,20,189/22-S,K.................... S/VIOLENCIA DE GENERO,28-09-2022,VIOLENCIA DE GENERO
8137,21,364/20,L.................... S/VIOLENCIA FAMILIAR,28-09-2022,VIOLENCIA FAMILIAR
8138,22,669/22-C,M.................... S/HOMOLOGACION DE CONVENIO,28-09-2022,HOMOLOGACION DE CONVENIO
8139,23,136/21-C,O.................... S/INCIDENTE DE MODIFICACION DE,28-09-2022,INCIDENTE DE MODIFICACION DE
8140,24,272/21-S,O.................... S/VIOLENCIA FAMILIAR,28-09-2022,VIOLENCIA FAMILIAR
8141,25,850/22-C,P.................... S/HOMOLOGACION DE CONVENIO,28-09-2022,HOMOLOGACION DE CONVENIO
8142,26,1186/19,P.................... S/IMPUGNACION DE PATERNIDAD,28-09-2022,IMPUGNACION DE PATERNIDAD
8143,27,378/17,Q.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,28-09-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
8144,28,544/22-C,R.................... S/ALIMENTOS,28-09-2022,ALIMENTOS
8145,29,638/20,R.................... S/DIVORCIO,28-09-2022,DIVORCIO
8146,30,919/22,R.................... S/DIVORCIO,28-09-2022,DIVORCIO
8147,31,607/17,R.................... S/DIVORCIO VINCULAR,28-09-2022,DIVORCIO VINCULAR
8148,32,923/22,R.................... S/DIVORCIO VINCULAR CONSENSUAL,28-09-2022,DIVORCIO VINCULAR CONSENSUAL
8149,33,380/22-C,R.................... S/MEDIDA CAUTELAR,28-09-2022,MEDIDA CAUTELAR
8150,34,1163/18,R.................... S/VIOLENCIA DE GENERO,28-09-2022,VIOLENCIA DE GENERO
8151,35,724/20,R.................... S/VIOLENCIA FAMILIAR,28-09-2022,VIOLENCIA FAMILIAR
8152,36,897/22-C,S.................... S/INFORMACION SUMARIA,28-09-2022,INFORMACION SUMARIA
8153,37,328/21-C,S.................... S/MEDIDA CAUTELAR,28-09-2022,MEDIDA CAUTELAR
8154,38,563/22-S,S.................... S/VIOLENCIA DE GENERO,28-09-2022,VIOLENCIA DE GENERO
8155,39,627/22-S,S.................... S/VIOLENCIA DE GENERO,28-09-2022,VIOLENCIA DE GENERO
8156,40,1006/22,S.................... S/VIOLENCIA FAMILIAR,28-09-2022,VIOLENCIA FAMILIAR
8157,41,1734/19,V.................... S/HOMOLOGACION DE CONVENIO,28-09-2022,HOMOLOGACION DE CONVENIO
8158,42,1608/18,X.................... S/DIVORCIO,28-09-2022,DIVORCIO
8159,1,743/22-C,A.................... S/FILIACION POST-MORTEM,29-09-2022,FILIACION POST-MORTEM
8160,2,451/22-S,A.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8161,3,140/19,A.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8162,4,382/19,B.................... S/DIVORCIO,29-09-2022,DIVORCIO
8163,5,854/22-S,B.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8164,6,582/22-S,C.................... S/ELEVA ACTUACIONES,29-09-2022,ELEVA ACTUACIONES
8165,7,798/20,C.................... S/ELEVA ACTUACIONES,29-09-2022,ELEVA ACTUACIONES
8166,8,471/22-C,D.................... S/EJECUCION DE HONORARIOS,29-09-2022,EJECUCION DE HONORARIOS
8167,9,478/22-C,D.................... S/EJECUCION DE HONORARIOS,29-09-2022,EJECUCION DE HONORARIOS
8168,10,937/22,D.................... S/OFICIO,29-09-2022,OFICIO
8169,11,452/22-S,D.................... S/PRESENTACION,29-09-2022,PRESENTACION
8170,12,795/22-C,D.................... S/PRESENTACION,29-09-2022,PRESENTACION
8171,13,1007/22,D.................... S/PROTECCION DE PERSONA,29-09-2022,PROTECCION DE PERSONA
8172,14,1611/19,D.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8173,15,167/19,E.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8174,16,572/17,F.................... S/ALIMENTOS,29-09-2022,ALIMENTOS
8175,17,710/22-S,F.................... S/CONTROL DE LEGALIDAD,29-09-2022,CONTROL DE LEGALIDAD
8176,18,320/21-S,F.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8177,19,1000/12,G.................... S/DECLARACION DE INCAPACIDAD,29-09-2022,DECLARACION DE INCAPACIDAD
8178,20,258/22-C,G.................... S/INCIDENTE,29-09-2022,INCIDENTE
8179,21,947/22,G.................... S/MEDIDA CAUTELAR,29-09-2022,MEDIDA CAUTELAR
8180,22,53/22-S,G.................... S/PROTECCION INTEGRAL,29-09-2022,PROTECCION INTEGRAL
8181,23,861/22-S,G.................... S/PROTECCION INTEGRAL,29-09-2022,PROTECCION INTEGRAL
8182,24,998/16,H.................... S/DIVORCIO VINCULAR,29-09-2022,DIVORCIO VINCULAR
8183,25,908/22-S,H.................... S/PRESENTACION,29-09-2022,PRESENTACION
8184,26,441/22-C,I.................... S/EJECUCION DE SENTENCIA,29-09-2022,EJECUCION DE SENTENCIA
8185,27,133/22-S,J.................... S/ELEVA ACTUACIONES,29-09-2022,ELEVA ACTUACIONES
8186,28,274/22-S,J.................... S/ELEVA ACTUACIONES,29-09-2022,ELEVA ACTUACIONES
8187,29,450/19,K.................... S/TUTELA,29-09-2022,TUTELA
8188,30,354/17,L.................... S/RESTRICCION DE LA CAPACIDAD,29-09-2022,RESTRICCION DE LA CAPACIDAD
8189,31,260/19,M.................... S/ALIMENTOS,29-09-2022,ALIMENTOS
8190,32,761/22-C,M.................... S/HOMOLOGACION DE CONVENIO,29-09-2022,HOMOLOGACION DE CONVENIO
8191,33,566/22-S,M.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8192,34,319/20,M.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8193,35,602/22-S,M.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8194,36,560/19,N.................... S/FILIACION Y DAÑO MORAL,29-09-2022,FILIACION Y DAÑO MORAL
8195,37,782/22-C,P.................... S/DERECHO Y DEBER DE COMUNICACION,29-09-2022,DERECHO Y DEBER DE COMUNICACION
8196,38,775/22-C,P.................... S/DIVORCIO,29-09-2022,DIVORCIO
8197,39,301/22-S,P.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8198,40,508/22-S,P.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8199,41,1756/19,Q.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8200,42,414/08-JC,R.................... S/.JUICIO DE INCAPACIDAD,29-09-2022,.JUICIO DE INCAPACIDAD
8201,43,1262/18,R.................... S/ALIMENTOS,29-09-2022,ALIMENTOS
8202,44,257/19,R.................... S/ALIMENTOS,29-09-2022,ALIMENTOS
8203,45,344/21-C,R.................... S/TUTELA,29-09-2022,TUTELA
8204,46,112/20,R.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8205,47,1356/18,R.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8206,48,532/19,S.................... S/ALIMENTOS,29-09-2022,ALIMENTOS
8207,49,968/13,S.................... S/DIVORCIO VINCULAR POR MUTUO,29-09-2022,DIVORCIO VINCULAR POR MUTUO
8208,50,465/22-C,S.................... S/HOMOLOGACION DE CONVENIO,29-09-2022,HOMOLOGACION DE CONVENIO
8209,51,945/22,S.................... S/HOMOLOGACION DE CONVENIO,29-09-2022,HOMOLOGACION DE CONVENIO
8210,52,906/22-S,S.................... S/VIOLENCIA DE GENERO,29-09-2022,VIOLENCIA DE GENERO
8211,53,1006/22,S.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8212,54,1048/22,S.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8213,55,366/20,S.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8214,56,902/22-S,S.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8215,57,322/22-C,V.................... S/INCIDENTE DE CESACION DE CUOTA,29-09-2022,INCIDENTE DE CESACION DE CUOTA
8216,58,345/21-C,V.................... S/MEDIDA CAUTELAR,29-09-2022,MEDIDA CAUTELAR
8217,59,532/17,V.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8218,60,220/21-C,Z.................... S/INCIDENTE DE MODIFICACION DE,29-09-2022,INCIDENTE DE MODIFICACION DE
8219,61,952/22,Z.................... S/VIOLENCIA FAMILIAR,29-09-2022,VIOLENCIA FAMILIAR
8220,1,794/22-C,A.................... S/MEDIDA CAUTELAR,30-09-2022,MEDIDA CAUTELAR
8221,2,729/19,A.................... S/PROTECCION INTEGRAL,30-09-2022,PROTECCION INTEGRAL
8222,3,146/20,A.................... S/VIOLENCIA FAMILIAR,30-09-2022,VIOLENCIA FAMILIAR
8223,4,421/22-S,C.................... S/VIOLENCIA FAMILIAR,30-09-2022,VIOLENCIA FAMILIAR
8224,5,80/21-C,D.................... S/EJECUCION DE HONORARIOS,30-09-2022,EJECUCION DE HONORARIOS
8225,6,878/22-S,D.................... S/ELEVA ACTUACIONES,30-09-2022,ELEVA ACTUACIONES
8226,7,127/22-OF,D.................... S/OFICIO,30-09-2022,OFICIO
8227,8,966/22,D.................... S/OFICIO,30-09-2022,OFICIO
8228,9,177/22-S,D.................... S/PROTECCION INTEGRAL,30-09-2022,PROTECCION INTEGRAL
8229,10,844/22-S,F.................... S/VIOLENCIA DE GENERO,30-09-2022,VIOLENCIA DE GENERO
8230,11,943/22,F.................... S/VIOLENCIA DE GENERO,30-09-2022,VIOLENCIA DE GENERO
